Date,Topic,Description,URL
28.4.2017,"Samkomulag um sátt vegna brots Birtu
lífeyrissjóðs á 40. gr. laga nr. 161/2002 um fjármálafyrirtæki","
Hinn 24. mars 2017 gerðu
Fjármálaeftirlitið og Birta lífeyrissjóður, hér eftir einnig nefndur málsaðili,
með sér samkomulag um að ljúka með sátt máli vegna brots gegn 40. gr. laga um
fjármálafyrirtæki nr. 161/2002 (fftl.).

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-birtu-lifeyrissjods-a-40-gr-laga-nr-161-2002-um-fjarmalafyrirtaeki
26.4.2017,"Niðurstaða
athugunar á innheimtuferli við frum- og milliinnheimtu hjá Gildi lífeyrissjóði
og Lífeyrissjóði verzlunarmanna","
Fjármálaeftirlitið hóf athugun á innheimtuferli
við frum- og milliinnheimtu hjá Gildi lífeyrissjóði og Lífeyrissjóði
verzlunarmanna í janúar 2017. Markmið athugunarinnar var að skoða sérstaklega
hvort innheimta sjóðanna sé í samræmi við góða innheimtuhætti líkt og kveðið er
á um í 1. mgr. 6. gr. innheimtulaga nr. 95/2008 og hvort innheimtuviðvaranir
sjóðanna séu í samræmi við 7. gr. sömu laga. Athugunin beindist að upplýsingum
um fyrstu fimm innheimtumál sem stofnuð voru í byrjun hvers ársfjórðungs, þ.e.
í janúar, apríl, júlí og október 2016, hjá hvorum lífeyrissjóði. Verkferlar
sjóðanna voru skoðaðir, ásamt gjaldskrám þeirra. Niðurstöður athugunarinnar
lágu fyrir í mars 2017 að undangengnum samskiptum við hluteigandi lífeyrissjóð
hverju sinni.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-innheimtuferli-vid-frum-og-milliinnheimtu-hja-gildi-lifeyrissjodi-og-lifeyrissjodi-verzlunarmanna
12.4.2017,"Samkomulag um sátt vegna brots Stefnis hf. á 1. mgr. 59.
gr., sbr. 30. gr. laga nr. 128/2011, um verðbréfasjóði, fjárfestingarsjóði og
fagfjárfestasjóði","
Hinn 20. febrúar sl. gerðu Fjármálaeftirlitið og Stefnir hf., hér eftir nefndur málsaðili, með sér samkomulag um að ljúka með sátt máli vegna brots á 1. mgr. 59. gr., sbr. 30. gr. laga nr. 128/2011, um verðbréfasjóði, fjárfestingarsjóði og fagfjárfestasjóði.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-stefnir
11.4.2017,"Niðurstaða athugunar á innheimtuferli við frum- og
milliinnheimtu hjá Motus ehf., Orkuveitu Reykjavíkur og Símanum hf.","
Fjármálaeftirlitið hóf athugun á innheimtuferli við frum- og milliinnheimtu
hjá Motus ehf., Orkuveitu Reykjavíkur og Símanum hf. í janúar 2017. Markmið
athugunarinnar var að skoða sérstaklega hvort innheimta félaganna sé í samræmi
við góða innheimtuhætti líkt og kveðið er á um í 1. mgr. 6. gr. innheimtulaga
nr. 95/2008 og hvort innheimtuviðvaranir félaganna séu í samræmi við 7. gr.
innheimtulaga. Þar á meðal hvort hámarksfjárhæð innheimtukostnaðar sé í samræmi
við ákvæði reglugerðar nr. 37/2009 um hámarksfjárhæð innheimtukostnaðar, með
síðari breytingum. Athugunin beindist að upplýsingum um fyrstu fimm
innheimtumál sem stofnuð voru í byrjun hvers ársfjórðungs, þ.e. í janúar,
apríl, júlí og október 2016, hjá hverjum og einum. Verkferlar félaganna voru
skoðaðir, ásamt gjaldskrám þeirra. Niðurstöður athugunarinnar lágu fyrir í mars
2017 að undangengnum samskiptum við hluteigandi innheimtufélag hverju sinni.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-innheimtuferli-vid-frum-og-milliinnheimtu-hja-motus-ehf-orkuveitu-reykjavikur-og-simanum-hf
4.4.2017,"Stjórnvaldssekt vegna brots Eimskipafélags Íslands
hf. gegn 1. mgr. 122. gr. laga nr. 108/2007 um verðbréfaviðskipti","
Hinn 8. mars 2017 tók
stjórn Fjármálaeftirlitsins ákvörðun um að leggja 50.000.000 króna stjórnvaldssekt
á Eimskipafélag Ísland hf. (Eimskip) vegna brots gegn 1. mgr. 122. gr. laga nr.
108/2007 um verðbréfaviðskipti (vvl.). 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/stjornvaldssekt-vegna-brots-eimskipafelags-islands-hf-gegn-1-mgr-122-gr-laga-nr-108-2007-um-verdbrefavidskipti
24.3.2017,"Niðurstaða athugunar á eftirliti með
peningaþvætti og fjármögnun hryðjuverka hjá Valitor hf.","
Fjármálaeftirlitið hóf athugun á aðgerðum gegn peningaþvætti og fjármögnun
hryðjuverka hjá Valitor hf. með bréfi dagsettu hinn 4. ágúst 2016. Athugunin
beindist að framfylgni Valitor hf. við lög nr. 64/2006 um aðgerðir gegn
peningaþvætti og fjármögnun hryðjuverka vegna færsluhirðingar félagsins
erlendis, sbr. einnig leiðbeinandi tilmæli Fjármálaeftirlitsins nr. 5/2014 um
aðgerðir gegn peningaþvætti og fjármögnun hryðjuverka.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-eftirliti-med-peningathvaetti-og-fjarmognun-hrydjuverka-hja-valitor-hf
22.3.2017,Niðurstöður athugunar á tölvuöryggi Kauphallar Íslands,"
Fjármálaeftirlitið
hefur í samstarfi við fjármálaeftirlit Svíþjóðar, Danmerkur og Finnlands, þar
sem Nasdaq Nordic rekur kauphallir, framkvæmt athugun á öryggi tölvukerfa á
grundvelli samstarfssamnings um eftirlit með kauphöllum Nasdaq á
Norðurlöndunum.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-tolvuoryggi-kauphallar-islands
14.3.2017,"Niðurstöður athugunar hjá Kviku banka hf. á tilteknum
þáttum í aðgerðum gegn peningaþvætti og fjármögnun hryðjuverka","
Fjármálaeftirlitið lauk athugun hjá Kviku banka hf.
(hér eftir Kvika) í febrúar 2017. Athugunin beindist að tilteknum þáttum í
aðgerðum Kviku gegn peningaþvætti og fjármögnun hryðjuverka, sbr. lög nr.
64/2006. Í athuguninni var lögð sérstök áhersla á könnun Kviku á áreiðanleika
upplýsinga um viðskiptamenn sína, reglubundið eftirlit með samningssambandinu
við viðskiptamenn, tilkynningarskyldu og þjálfun starfsfólks. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-hja-kviku-banka-hf-a-tilteknum-thattum-i-adgerdum-gegn-peningathvaetti-og-fjarmognun-hrydjuverka
9.3.2017,"Niðurstöður athugunar á innri
endurskoðun Kviku banka hf.","
Fjármálaeftirlitið hóf athugun á innri endurskoðun hjá Kviku banka hf. í nóvember 2016. Markmið athugunarinnar var að kanna hvernig innri endurskoðun bankans væri háttað og hvort hún væri í samræmi við 16. gr. laga nr. 161/2002 um fjármálafyrirtæki og leiðbeinandi tilmæli nr. 3/2008 um störf endurskoðunardeildar fjármálafyrirtækja. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-innri-endurskodun-kviku-banka-hf-1
24.2.2017,"Niðurstaða athugunar á eftirliti með
peningaþvætti og fjármögnun hryðjuverka hjá Borgun hf.","
Fjármálaeftirlitið hóf athugun á aðgerðum gegn peningaþvætti og fjármögnun
hryðjuverka hjá Borgun hf. með bréfi dagsettu hinn 27. maí 2016. Athugunin
beindist að framfylgni Borgunar hf. við lög nr. 64/2006 um aðgerðir gegn
peningaþvætti og fjármögnun hryðjuverka vegna færsluhirðingar félagsins
erlendis, sbr. einnig leiðbeinandi tilmæli Fjármálaeftirlitsins nr. 5/2014 um
aðgerðir gegn peningaþvætti og fjármögnun hryðjuverka.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-eftirliti-med-peningathvaetti-og-fjarmognun-hrydjuverka-hja-borgun-hf
27.1.2017,"Niðurstaða athugunar á mati á hæfi
og tilhlýðileika fjármálaþjónustu Arctica Finance hf.","
Fjármálaeftirlitið hóf athugun á mati Arctica Finance hf. á hæfi
viðskiptavina sinna vegna eignastýringar og fjárfestingarráðgjafar og
tilhlýðileika fjármálaþjónustunnar þann 6. maí 2016. Markmið athugunarinnar var
að kanna hvort verklag og eftirlit verðbréfafyrirtækisins í tengslum við öflun
upplýsinga um viðskiptavini sína og ráðleggingar til þeirra vegna
eignastýringar og veittrar fjárfestingarráðgjafar væri í samræmi við 15. og 16.
gr. laga nr. 108/2007 um verðbréfaviðskipti (vvl.), sbr. 35. og 36. gr.
reglugerðar nr. 995/2007 um fjárfestavernd og viðskipti fjármálafyrirtækja. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-mati-a-haefi-og-tilhlydileika-fjarmalathjonustu-arctica-finance-hf
20.1.2017,"Niðurstaða
athugunar á aðskilnaði starfssviða hjá Kviku banka hf.","
Fjármálaeftirlitið
hóf athugun á aðskilnaði starfssviða hjá Kviku banka hf. í júlí 2016. Markmið
athugunarinnar var að kanna hvort aðskilnaður starfssviða hjá bankanum væri í
samræmi við kröfur 8. gr. laga nr. 108/2007 um verðbréfaviðskipti (vvl.) og 4.
þáttar reglugerðar nr. 995/2007 um fjárfestavernd og viðskiptahætti
fjármálafyrirtækja, sem Fjármálaeftirlitið hefur útfært nánar í leiðbeinandi
tilmælum nr. 4/2014 um aðskilnað starfssviða. Athugunin beindist að aðskilnaði
starfssviða í húsnæði bankans, aðskilnaði í stjórnun og aðskilnaði gagna. Að
auki voru reglur, stefnur og önnur skjöl bankans þessu tengd, skoðuð.
Niðurstöður athugunarinnar lágu fyrir í desember 2016.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-adskilnadi-starfssvida-hja-kviku-banka-hf
3.1.2017,Niðurstöður athugunar á stöðu regluvörslu hjá Virðingu hf.,"
Fjármálaeftirlitið
hóf athugun á stöðu regluvörslu hjá Virðingu hf. í september 2016. Markmið
athugunarinnar var að kanna hvort staða regluvörslu væri í samræmi við ákvæði reglugerðar
nr. 995/2007 um fjárfestavernd og viðskiptahætti fjármálafyrirtækja, sbr. 2.
kafla leiðbeinandi tilmæla nr. 5/2011 um stöðu og verksvið regluvörslu
fjármálafyrirtækja.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-stodu-regluvorslu-hja-virdingu-hf
3.1.2017,"Niðurstöður athugunar á stöðu regluvörslu
hjá Kviku banka hf.","
Fjármálaeftirlitið
hóf athugun á stöðu regluvörslu hjá Kviku banka hf. í september 2016. Markmið
athugunarinnar var að kanna hvort staða regluvörslu væri í samræmi við ákvæði reglugerðar
nr. 995/2007 um fjárfestavernd og viðskiptahætti fjármálafyrirtækja, sbr. 2.
kafla leiðbeinandi tilmæla nr. 5/2011 um stöðu og verksvið regluvörslu
fjármálafyrirtækja. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-stodu-regluvorslu-hja-kviku-banka-hf
3.1.2017,"Niðurstöður athugunar á stöðu regluvörslu hjá Gamma
Capital Management hf.","
Fjármálaeftirlitið
hóf athugun á stöðu regluvörslu hjá Gamma Capital Management hf. í september
2016. Markmið athugunarinnar var að kanna hvort staða regluvörslu væri í
samræmi við ákvæði reglugerðar nr. 995/2007 um fjárfestavernd og viðskiptahætti
fjármálafyrirtækja, sbr. 2. kafla leiðbeinandi tilmæla nr. 5/2011 um stöðu og
verksvið regluvörslu fjármálafyrirtækja. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-stodu-regluvorslu-hja-gamma-capital-management-hf
23.12.2016,"Samkomulag um sátt vegna brots Megindar ehf. á
40. gr. laga nr. 161/2002 um fjármálafyrirtæki","
Hinn
14. nóvember 2016 gerðu Fjármálaeftirlitið og Megind ehf., hér eftir nefndur
málsaðili með sér samkomulag um að ljúka með sátt máli vegna brots á 40. gr.
laga nr. 161/2002 um fjármálafyrirtæki.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-megindar-ehf-a-40-gr-laga-nr-161-2002-um-fjarmalafyrirtaeki
23.12.2016,"Niðurstaða athugunar á mati á hæfi
og tilhlýðileika fjármálaþjónustu Kviku banka hf.","
Fjármálaeftirlitið hóf athugun á mati Kviku banka á hæfi viðskiptavina
sinna vegna eignastýringar og fjárfestingarráðgjafar og tilhlýðileika fjármálaþjónustunnar
þann 6. maí 2016. Markmið athugunarinnar var að kanna hvort verklag og eftirlit
bankans í tengslum við öflun upplýsinga og ráðlegginga vegna eignastýringar og
fjárfestingarráðgjafar væri í samræmi við 15. og 16. gr. laga nr. 108/2007 um
verðbréfaviðskipti, sbr. 35. og 36. gr. reglugerðar nr. 995/2007 um
fjárfestavernd og viðskipti fjármálafyrirtækja.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-mati-a-haefi-og-tilhlydileika-fjarmalathjonustu-kviku-banka-hf
21.11.2016,"Samkomulag um sátt vegna brots Íslandsbanka hf. á 1. mgr.
18. gr. laga nr. 108/2007","
Hinn 27. október 2016 gerðu Fjármálaeftirlitið og
Íslandsbanki hf. (hér eftir nefndur málsaðili) með sér samkomulag um að ljúka
með sátt máli vegna brots á 1. mgr. 18. gr. laga nr. 108/2007.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-islandsbanka-hf-a-1-mgr-18-gr-laga-nr-108-2007
14.11.2016,"Niðurstaða athugunar á uppsagnarfresti
vátryggingarsamninga og tilkynningum þar að lútandi","
Haustið 2016 framkvæmdi Fjármálaeftirlitið
athugun á uppsagnarfresti vátryggingarsamninga og tilkynningum þar að lútandi
hjá íslenskum vátryggingafélögum. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-uppsagnarfresti-vatryggingarsamninga-og-tilkynningum-thar-ad-lutandi
5.10.2016,Niðurstaða um að Aktiva lausnir ehf. hafi stundað greiðsluþjónustu án tilskilins leyfis,"
Aktiva lausnir ehf. hóf í sumar að bjóða þjónustu
sína við milligöngu um lánveitingar á milli viðskiptavina sinna. Hlutverk
Aktiva lausna ehf. er m.a. að tengja saman lántakendur og lánveitendur á sk.
lánatorgi. Þjónusta félagsins lýtur einnig að flokkun lántakenda eftir
greiðslumati og móttöku og miðlun greiðslna á milli lántakenda til lánveitenda. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-um-ad-aktiva-lausnir-ehf-hafi-stundad-greidsluthjonustu-an-tilskilins-leyfis
28.9.2016,Niðurstöður athugunar á áhættustýringu Söfnunarsjóðs lífeyrisréttinda,"
Fjármálaeftirlitið hóf
athugun á framkvæmd áhættustýringar hjá Söfnunarsjóði lífeyrisréttinda í maí 2016.
Markmið athugunarinnar var að kanna hvernig áhættustýringu sjóðsins væri háttað
og hvort hún samræmdist leiðbeinandi tilmælum nr. 1/2013 um áhættustýringu
(eftirlitskerfi) samtryggingadeilda lífeyrissjóða. Tilmælin eru sett til
leiðbeiningar og nánari skýringa fyrir samtryggingadeildir lífeyrissjóða
varðandi þær lágmarkskröfur sem meðal annars koma fram í 9. tölul. 3. mgr. 29.
gr. og 1. mgr. 36. gr. laga nr. 129/1997 um skyldutryggingu lífeyrisréttinda og
starfsemi lífeyrissjóða og reglugerð nr. 916/2009 um fjárfestingarstefnu og
úttekt á ávöxtun lífeyrissjóða. Niðurstöður athugunarinnar lágu fyrir í ágúst
2016.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-ahaettustyringu-sofnunarsjods-lifeyrisrettinda
28.9.2016,Niðurstöður athugunar á áhættustýringu Almenna lífeyrissjóðsins,"
Fjármálaeftirlitið hóf athugun
á framkvæmd áhættustýringar hjá Almenna lífeyrissjóðinum í maí 2016. Markmið
athugunarinnar var að kanna hvernig áhættustýringu sjóðsins væri háttað og
hvort hún samræmdist leiðbeinandi tilmælum nr. 1/2013 um áhættustýringu
(eftirlitskerfi) samtryggingadeilda lífeyrissjóða. Tilmælin eru sett til
leiðbeiningar og nánari skýringa fyrir samtryggingadeildir lífeyrissjóða
varðandi þær lágmarkskröfur sem meðal annars koma fram í 9. tölul. 3. mgr. 29.
gr. og 1. mgr. 36. gr. laga nr. 129/1997 um skyldutryggingu lífeyrisréttinda og
starfsemi lífeyrissjóða og reglugerð nr. 916/2009 um fjárfestingarstefnu og
úttekt á ávöxtun lífeyrissjóða. Niðurstöður athugunarinnar lágu fyrir í ágúst
2016.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-ahaettustyringu-almenna-lifeyrissjodsins
21.9.2016,Niðurstaða athugunar á mati á hæfi og tilhlýðileika fjármálaþjónustu Arion banka hf.,"
Fjármálaeftirlitið hóf athugun á mati Arion banka á hæfi viðskiptavina
sinna vegna eignastýringar og fjárfestingarráðgjafar og tilhlýðileika fjármálaþjónustunnar
þann 6. maí 2016. Markmið athugunarinnar var að kanna hvort verklag og eftirlit
bankans í tengslum við öflun upplýsinga og ráðlegginga vegna eignastýringar og
fjárfestingarráðgjafar væri í samræmi við 15. og 16. gr. laga nr. 108/2007 um
verðbréfaviðskipti, sbr. 35. og 36. gr. reglugerðar nr. 995/2007 um
fjárfestavernd og viðskipti fjármálafyrirtækja.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-mati-a-haefi-og-tilhlydileika-fjarmalathjonustu-arion-banka-hf
29.7.2016,Niðurstaða athugunar á fjárfestingum fjárfestingarsjóðs í rekstri Stefnis hf.,"
Fjármálaeftirlitið tók til athugunar fjárfestingar
fjárfestingarsjóðs í rekstri Stefnis hf. 
og lagði mat á hvort þær hafi brotið gegn a. lið 1. tölul. 4. mgr. 59.
gr. laga nr. 128/2011, um verðbréfasjóði, fjárfestingarsjóði og
fagfjárfestasjóði. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-fjarfestingum-fjarfestingarsjods-i-rekstri-stefnis-hf
13.7.2016,Niðurstaða athugunar á útlánum Sparisjóðs Austurlands hf.,"
Fjármálaeftirlitið hóf athugun á útlánum hjá Sparisjóði Austurlands hf. í desember 2015. Markmið athugunarinnar var að kanna gæði útlánasafns sparisjóðsins, með tilliti til 17., 19, 30.  og 88. gr. laga nr. 161/2002 um fjármálafyrirtæki og reglna nr. 670/2013 um eðlilega og heilbrigða viðskiptahætti fjármálafyrirtækja, reglna nr. 625/2013 um stórar áhættuskuldbindingar hjá fjármálafyrirtækjum og reglna nr. 834/2003 um reikningsskil lánastofnana Gagnsæistilkynning Sparisjóður Austurlands 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-utlanum-sparisjods-austurlands-hf
24.6.2016,Samkomulag um sátt vegna brots Eignasafns Seðlabanka Íslands ehf. á 1. mgr. 78. gr. laga nr. 108/2007 um verðbréfaviðskipti,"
Hinn 3. júní 2016 gerðu Fjármálaeftirlitið og Eignasafn
Seðlabanka Íslands ehf., hér eftir nefnt málsaðili, með sér samkomulag um að
ljúka með sátt máli vegna brots á 1. mgr. 78. gr. laga nr. 108/2007 um
verðbréfaviðskipti. Gagnsaeistilkynning-ESI-ehf 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-eignasafns-sedlabanka-islands-ehf-a-1-mgr-78-gr-laga-nr-108-2007-um-verdbrefavidskipti-1
24.6.2016,Samkomulag um sátt vegna brots Dróma hf. á 1. mgr. 78. gr. laga nr. 108/2007 um verðbréfaviðskipti,"
Hinn 19. maí 2016 gerðu Fjármálaeftirlitið og Drómi
hf., hér eftir nefndur málsaðili, með sér samkomulag um að ljúka með sátt máli
vegna brots á 1. mgr. 78. gr. laga nr. 108/2007 um verðbréfaviðskipti.Gagnsaeistilkynning-Dromi-hf. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-droma-hf-a-1-mgr-78-gr-laga-nr-108-2007-um-verdbrefavidskipti-1
23.6.2016,Niðurstaða athugunar á útlánum Sparisjóðs Strandamanna ses,"
Fjármálaeftirlitið hóf athugun á útlánum
hjá Sparisjóði Strandamanna ses. í október 2015. Markmið athugunarinnar var að
kanna gæði útlánasafns sparisjóðsins, með tilliti til 17., 19. 30. gr. og 88.
gr. laga nr. 161/2002 um fjármálafyrirtæki og reglna nr. 670/2013 um eðlilega
og heilbrigða viðskiptahætti fjármálafyrirtækja, reglna nr. 625/2013 um stórar
áhættuskuldbindingar hjá fjármálafyrirtækjum og reglna nr. 834/2003 um
reikningsskil lánastofnana. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-utlanum-sparisjods-strandamanna-ses
3.6.2016,Samkomulag um sátt vegna brots Greiðslumiðlunarinnar Hrings ehf. á 1. mgr. 58. gr. laga nr. 108/2007 um verðbréfaviðskipti,"
Hinn
29. mars 2016 gerðu Fjármálaeftirlitið
og Greiðslumiðlunin Hringur ehf., hér eftir nefndur málsaðili, með sér
samkomulag um að ljúka með sátt máli vegna brots á 1. mgr. 58. gr. laga nr.
108/2007 um verðbréfaviðskipti (vvl.).

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-greidslumidlunarinnar-hrings-ehf-a-1-mgr-58-gr-laga-nr-108-2007-um-verdbrefavidskipti
27.5.2016,Niðurstaða athugunar á útlánum Sparisjóðs Suður-Þingeyinga ses.,"
Fjármálaeftirlitið birti gagnsæistilkynningu á heimasíðu
sinni hinn 10. febrúar 2016 þar sem gerð var grein fyrir niðurstöðum athugunar
Fjármálaeftirlitsins á útlánum hjá Sparisjóði Suður-Þingeyinga ses. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-utlanum-sparisjods-sudur-thingeyinga-ses-1
25.5.2016,Stjórnvaldssekt vegna brots Marel hf. gegn 1. mgr. 87. gr. laga nr. 108/2007 um verðbréfaviðskipti,"
Hinn
11. maí 2016 tók stjórn Fjármálaeftirlitsins þá ákvörðun að leggja
stjórnvaldssekt að fjárhæð 1.500.000 krónur á Marel hf.  (Marel eða félagið) vegna brots gegn 1. mgr.
87. gr. laga nr. 108/2007 um verðbréfaviðskipti (vvl.) með því að hafa látið
hjá líða að birta tilkynningu, sem félaginu barst 29. október 2014 um breytingu
á atkvæðisrétti, innan lögmæltra tímamarka.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/stjornvaldssekt-vegna-brots-marel-hf-gegn-1-mgr-87-gr-laga-nr-108-2007-um-verdbrefavidskipti
25.5.2016,Athugun á umfangi þjónustu eftirlitsskyldra aðila við lögaðila sem skráðir eru í lágskattaríkjum og fjárfestingum þeirra í slíkum lögaðilum,"
Fjármálaeftirlitið
hóf athugun á umfangi þjónustu fjármálafyrirtækja við lögaðila sem skráðir eru
í lágskattaríkjum í tilefni af opinberri umfjöllun um svonefnd Panama-skjöl, m.a.
umfjöllun um þjónustu viðskiptabanka á Norðurlöndunum í tengslum við stofnun og
rekstur svonefndra aflandsfélaga. Jafnframt óskaði Fjármálaeftirlitið eftir
upplýsingum um umfang fjárfestinga lífeyrissjóða og vátryggingafélaga í slíkum lögaðilum.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nr/2584
24.5.2016,Niðurstöður athugunar á líftíma eigna og skuldbindinga samtryggingardeildar Stapa lífeyrissjóðs,"
Fjármálaeftirlitið hóf
athugun á eigna- og skuldbindingajöfnuði samtryggingardeildar Stapa
lífeyrissjóðs í október 2015, einkum líftíma eigna og skuldbindinga. Markmið
athugunarinnar var að skoða flökt sem var á meðallíftíma skuldbindinga sjóðsins
samkvæmt álagsprófum Fjármálaeftirlitsins fyrir árin 2012 til 2014 og fá innsýn í það hvernig sjóðurinn fylgist með meðallíftíma
eigna og skuldbindinga. 

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-liftima-eigna-og-skuldbindinga-samtryggingardeildar-stapa-lifeyrissjods
24.5.2016,Niðurstöður athugunar á líftíma eigna og skuldbindinga samtryggingardeildar Stafa lífeyrissjóðs,"
Fjármálaeftirlitið hóf
athugun á eigna- og skuldbindingajöfnuði samtryggingardeildar Stafa
lífeyrissjóðs í október 2015, einkum líftíma eigna og skuldbindinga. Markmið
athugunarinnar var að skoða flökt sem var á meðallíftíma skuldbindinga sjóðsins
samkvæmt álagsprófum Fjármálaeftirlitsins fyrir árin 2012 til 2014 og fá innsýn í það hvernig sjóðurinn fylgist með
meðallíftíma eigna og skuldbindinga.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstodur-athugunar-a-liftima-eigna-og-skuldbindinga-samtryggingardeildar-stafa-lifeyrissjods
13.5.2016,Niðurstaða athugunar á greiðslu kaupauka til tveggja framkvæmdastjóra Tryggingamiðstöðvarinnar hf.,"
Fjármálaeftirlitið
tók til athugunar kaupaukagreiðslur Tryggingamiðstöðvarinnar hf. (TM) sem
veittar voru tveimur framkvæmdastjórum TM vegna ársins 2014. Hvor um sig fékk
kaupauka sem nam 10% af árslaunum þrátt fyrir að hafa ekki náð tilskildum
lágmarksárangri fyrir veitingu þeirra samkvæmt lykilmælikvörðum settum af
stjórn TM í samræmi við kaupaukakerfi félagsins. TM rökstuddi veitingu
kaupaukanna með tilvísan til 79. gr. a laga nr. 2/1995 um hlutafélög (hfl.)
þ.e. að kaupaukakerfi TM væri undirskjal starfskjarastefnu félagsins sem stjórn
gæti vikið frá enda hefði frávikið verið rökstutt sérstaklega með vísan til
árangurs aðila í starfi og rökstuðningurinn skráður í gerðarbók stjórnar.
Frávikið hefði jafnframt verið í fullu samræmi við skilyrði 55. gr. laga nr.
56/2010 um vátryggingastarfsemi (vtrl.) og reglur Fjármálaeftirlitsins nr.
299/2012 um kaupaukakerfi vátryggingafélaga. TM hefði því verið heimilt að
víkja að nokkru frá ákvæði kaupaukakerfis félagsins um þetta efni.

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/nidurstada-athugunar-a-greidslu-kaupauka-til-tveggja-framkvaemdastjora-tryggingamidstodvarinnar-hf
6.5.2016,Samkomulag um sátt vegna brots Fjarskipta hf. á 126. gr. laga nr. 108/2007 um verðbréfaviðskipti,"
Hinn
29. apríl 2016 gerðu Fjármálaeftirlitið og Fjarskipti hf., hér eftir nefndur
málsaðili, með sér samkomulag um að ljúka með sátt máli vegna brots á 126. gr.
laga nr. 108/2007 um verðbréfaviðskipti (vvl.)

",https://www.fme.is/utgefid-efni/frettir-og-tilkynningar/gagnsaeistilkynningar/samkomulag-um-satt-vegna-brots-fjarskipta-hf-a-126-gr-laga-nr-108-2007-um-verdbrefavidskipti
